table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Celebrity and/or social media influencer,3,2,1,2,2,-,1,-,-,-,2,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,2
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Sky,3,3,-,2,2,1,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,3,-,-,-,3
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",3,3,-,-,-,-,1,2,-,-,3,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,3
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Facebook messenger,2,-,2,2,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,BBC - Online/ app,2,-,2,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,2
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,People in your local area/neighbourhood,2,2,*,1,1,*,1,-,-,-,1,*,-,1,-,-,-,1,*,-,-,-,1,-,-,-,2
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,ITV,2,2,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,2
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Community radio,2,2,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,2
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,94*,64*,31**,25**,23**,22**,15**,8**,8**,16**,38*,18**,18**,20**,4**,1**,6**,8**,5**,5**,6**,8**,26**,17**,6**,2**,82*
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),2,1,1,-,-,1,-,-,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,2
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Magazines,1,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Podcasts,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Channel 5,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Email,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",1,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,BBC - Radio,1,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Direct from UK Government website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Official scientists,1,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,94*,64*,31**,25**,23**,22**,15**,8**,8**,16**,38*,18**,18**,20**,4**,1**,6**,8**,5**,5**,6**,8**,26**,17**,6**,2**,82*
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Direct from Local health service website/ email/ text/ post,1,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,“Broadsheets” such as The Times or Guardian,1,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Other,10,6,4,-,-,-,3,2,1,4,4,2,-,4,1,-,-,-,-,2,1,-,2,4,1,-,8
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Broadcasters,10,6,3,6,6,2,-,-,-,1,3,-,5,2,-,-,1,-,2,-,-,1,4,2,-,-,10
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Non-BBC broadcasters,4,4,-,3,3,1,-,-,-,-,1,-,2,2,-,-,-,-,2,-,-,-,3,-,-,-,4
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: BBC services,8,5,3,5,5,2,-,-,-,1,3,-,3,2,-,-,1,-,-,-,-,1,4,2,-,-,8
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Newspapers (printed and online),2,1,1,-,-,1,-,-,1,1,1,1,-,1,-,-,-,-,-,-,-,1,-,1,1,-,2
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Officials,4,3,1,3,3,-,1,-,1,-,2,1,2,-,-,-,1,-,2,-,-,-,2,-,-,-,4
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Social Media,55,39,16,18,18,15,8,7,3,5,22,10,12,11,2,-,5,7,4,3,2,3,17,8,3,2,49
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Facebook (Facebook and Facebook Messenger),37,24,13,9,9,14,2,7,2,4,14,7,10,6,1,-,4,5,2,2,-,2,10,7,2,2,34
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),4,2,3,4,4,-,*,-,-,-,2,2,-,-,-,-,1,-,-,-,-,-,3,*,-,-,4
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Closed groups,4,1,3,3,3,-,*,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,3,*,-,-,4
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,94*,64*,31**,25**,23**,22**,15**,8**,8**,16**,38*,18**,18**,20**,4**,1**,6**,8**,5**,5**,6**,8**,26**,17**,6**,2**,82*
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Other online news sources,13,11,3,2,2,4,4,2,-,1,10,2,1,-,1,-,-,1,-,-,2,4,5,-,-,-,10
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Family/friends/ local ppl,10,6,4,3,3,2,2,*,-,3,2,2,2,4,-,-,*,1,2,*,-,-,2,3,1,-,10
Table 100,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Traditional media,14,10,4,6,6,5,-,-,1,2,5,2,5,2,-,-,1,-,2,-,-,2,6,3,1,-,14
