date,confirmed,deaths,recovered,confirmed_diff,deaths_diff,recovered_diff,last_update,active,active_diff,fatality_rate,iso,name,province,lat,long,cities
2020-05-20,46084,2353,40750,118,22,350,2020-05-21 02:32:48,2981,-254,0.0511,DEU,Germany,Bayern,48.7904,11.4979,[]
2020-05-20,6552,186,5959,49,0,41,2020-05-21 02:32:48,407,8,0.0284,DEU,Germany,Berlin,52.52,13.405,[]
2020-05-20,3211,166,2900,3,0,0,2020-05-21 02:32:48,145,3,0.0517,DEU,Germany,Brandenburg,52.4125,12.5316,[]
2020-05-20,1276,38,1000,17,0,100,2020-05-21 02:32:48,238,-83,0.0298,DEU,Germany,Bremen,53.0793,8.8017,[]
2020-05-20,5045,236,4600,3,2,100,2020-05-21 02:32:48,209,-99,0.0468,DEU,Germany,Hamburg,53.5511,9.9937,[]
2020-05-20,9483,446,8200,115,4,0,2020-05-21 02:32:48,837,111,0.047,DEU,Germany,Hessen,50.6521,9.1624,[]
2020-05-20,763,20,700,9,0,0,2020-05-21 02:32:48,43,9,0.0262,DEU,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,[]
2020-05-20,11328,565,10000,61,8,100,2020-05-21 02:32:48,763,-47,0.0499,DEU,Germany,Niedersachsen,52.6367,9.8451,[]
2020-05-20,36766,1537,32700,281,12,300,2020-05-21 02:32:48,2529,-31,0.0418,DEU,Germany,Nordrhein-Westfalen,51.4332,7.6616,[]
2020-05-20,6539,222,5914,19,0,35,2020-05-21 02:32:48,403,-16,0.034,DEU,Germany,Rheinland-Pfalz,50.1183,7.309,[]
2020-05-20,2713,162,2433,1,2,5,2020-05-21 02:32:48,118,-6,0.0597,DEU,Germany,Saarland,49.3964,7.023,[]
2020-05-20,5173,200,4590,31,2,30,2020-05-21 02:32:48,383,-1,0.0387,DEU,Germany,Sachsen,51.1045,13.2017,[]
2020-05-20,1690,54,1542,10,0,19,2020-05-21 02:32:48,94,-9,0.032,DEU,Germany,Sachsen-Anhalt,51.9503,11.6923,[]
2020-05-20,3014,131,2700,12,3,0,2020-05-21 02:32:48,183,9,0.0435,DEU,Germany,Schleswig-Holstein,54.2194,9.6961,[]
2020-05-20,2770,149,2340,19,2,40,2020-05-21 02:32:48,281,-23,0.0538,DEU,Germany,Thuringen,51.011,10.8453,[]
2020-05-20,1936,0,38,-112,0,-135,2020-05-21 02:32:48,1898,23,0.0,DEU,Germany,Unknown,,,[]
2020-05-21,34212,1684,30800,82,5,200,2020-05-22 02:36:51,1728,-123,0.0492,DEU,Germany,Baden-Wurttemberg,48.6616,9.3501,[]
2020-05-21,46268,2370,41060,184,17,310,2020-05-22 02:36:51,2838,-143,0.0512,DEU,Germany,Bayern,48.7904,11.4979,[]
2020-05-21,6582,190,5987,30,4,28,2020-05-22 02:36:51,405,-2,0.0289,DEU,Germany,Berlin,52.52,13.405,[]
2020-05-21,3224,167,2900,13,1,0,2020-05-22 02:36:51,157,12,0.0518,DEU,Germany,Brandenburg,52.4125,12.5316,[]
2020-05-21,1276,39,1000,0,1,0,2020-05-22 02:36:51,237,-1,0.0306,DEU,Germany,Bremen,53.0793,8.8017,[]
2020-05-21,5053,239,4600,8,3,0,2020-05-22 02:36:51,214,5,0.0473,DEU,Germany,Hamburg,53.5511,9.9937,[]
2020-05-21,9574,451,8300,91,5,100,2020-05-22 02:36:51,823,-14,0.0471,DEU,Germany,Hessen,50.6521,9.1624,[]
2020-05-21,763,20,700,0,0,0,2020-05-22 02:36:51,43,0,0.0262,DEU,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,[]
