table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 5th to 7th June 2020,NET: Other online news sources,43,23,20,10,9,12,10,3,4,3,13,16,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 5th to 7th June 2020,NET: Family/friends/ local ppl,89,33,55,22,19,15,16,17,12,8,29,21,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 5th to 7th June 2020,NET: Traditional media,398,199,199,67,57,66,69,63,55,78,127,118,74,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 5th to 7th June 2020,None of them have made me alter my behaviour,1441,699,742,148,131,222,208,258,222,383,383,402,296,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,2113,1021,1092,261,230,314,325,387,321,505,675,621,327,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2107,1029,1079,289,254,353,322,364,301,479,580,600,422,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,BBC - TV,263,130,133,46,39,27,36,61,36,57,74,57,72,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Direct from Government website/ email/ text/ post,107,54,53,23,22,28,17,13,9,16,34,31,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Direct from NHS website/ email/ text/ post,91,49,42,17,17,23,9,14,16,12,31,21,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,BBC - Online/ app,89,54,35,23,21,23,17,10,11,6,31,17,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,ITV,84,42,42,11,11,8,9,19,16,21,17,13,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Family and friends directly,80,37,42,20,18,12,15,13,7,13,30,23,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Sky,70,46,24,15,13,14,12,10,11,9,18,11,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Facebook,50,18,31,6,6,20,10,6,2,6,8,12,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,39,15,24,8,7,11,6,5,2,7,17,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,BBC - Radio,39,28,11,8,8,7,5,6,4,9,13,9,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Search engine (e.g. Google),39,28,11,7,7,13,5,6,4,4,13,4,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2107,1029,1079,289,254,353,322,364,301,479,580,600,422,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Websites or apps that bring together news from different news providers,31,14,17,7,6,9,8,2,2,2,8,8,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,YouTube,28,19,9,7,7,6,5,4,5,1,8,6,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Direct from Local health service website/ email/ text/ post,28,14,13,3,3,7,4,3,3,7,17,6,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,“Broadsheets” such as The Times or Guardian ( online ),26,13,12,6,4,6,5,4,4,1,12,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Official scientists,25,16,9,4,4,7,2,1,3,8,10,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Commercial Radio,24,16,9,-,-,7,3,4,5,5,8,1,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Twitter,22,15,8,8,8,9,2,3,*,-,12,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,WhatsApp,21,13,8,3,3,7,8,1,1,-,6,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Direct from Local council website/ email/ text/ post,20,7,13,1,1,6,4,3,4,2,8,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Channel 4,18,9,9,4,4,4,1,3,4,3,7,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,People in your local area/neighbourhood,17,8,8,4,4,6,2,1,2,1,9,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),15,8,7,1,1,4,4,1,-,4,4,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2107,1029,1079,289,254,353,322,364,301,479,580,600,422,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Email,14,11,4,1,1,4,2,5,3,-,5,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",11,6,6,2,2,3,3,2,2,-,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,“Broadsheets” such as The Times or Guardian,11,5,6,1,1,2,3,-,1,4,6,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Other,11,5,5,2,2,1,2,3,1,1,5,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,STV,10,7,4,2,2,3,-,-,3,2,4,-,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,WhatsApp group(s),10,7,3,-,-,3,4,2,1,1,6,5,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Advertising,10,5,6,3,2,5,-,-,1,1,2,2,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Channel 5,9,6,3,-,-,3,-,3,1,3,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Community radio,9,5,4,1,1,5,*,1,2,-,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),9,7,1,-,-,1,1,-,1,5,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Podcasts,7,4,2,-,-,3,1,-,2,-,1,3,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Apple iMessage,5,4,1,3,3,1,-,-,-,1,2,1,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2107,1029,1079,289,254,353,322,364,301,479,580,600,422,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Instagram,4,3,1,1,1,2,1,*,-,-,*,-,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Facebook messenger,4,4,*,1,1,1,2,-,*,-,1,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",4,3,1,-,-,3,-,1,-,-,3,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),3,2,1,-,-,2,1,*,-,-,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Magazines,3,3,-,-,-,3,-,-,-,-,3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,ITV Wales,2,-,2,-,-,1,-,*,1,-,1,1,-,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",2,1,1,-,-,-,1,1,-,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,UTV,2,2,-,-,-,-,-,1,1,-,2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,1,1,-,-,2,-,-,-,-,1,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Celebrity and/or social media influencer,1,1,-,-,-,-,-,-,1,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Snapchat,1,-,1,1,1,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,None of them have made me alter my behaviour,1455,699,756,165,143,210,217,245,227,390,395,431,265,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2107,1029,1079,289,254,353,322,364,301,479,580,600,422,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Broadcasters,399,208,191,82,73,63,59,79,52,64,110,89,117,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Non-BBC broadcasters,151,80,71,30,28,24,18,27,25,27,40,20,53,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: BBC services,331,172,159,62,55,49,50,67,43,60,93,78,92,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Newspapers (printed and online),59,31,28,9,7,13,11,6,6,13,21,13,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Officials,204,104,100,40,37,42,32,29,26,36,67,54,37,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Social Media,83,38,45,18,18,28,19,10,3,6,24,23,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Facebook (Facebook and Facebook Messenger),53,21,32,7,7,20,12,6,2,6,9,15,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),26,17,9,3,3,7,9,4,2,1,10,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Closed groups,13,10,3,1,1,3,4,2,1,1,7,6,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Other online news sources,36,17,19,8,6,11,10,4,2,2,9,10,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Family/friends/ local ppl,85,40,45,20,18,16,16,13,7,13,31,23,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Traditional media,439,229,209,86,76,77,67,84,56,69,123,96,123,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2077,1029,1048,267,233,346,322,334,322,486,599,583,372,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2077,1017,1061,281,242,352,320,354,298,473,569,590,417,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,BBC - TV,227,100,127,34,28,50,28,36,27,52,75,59,47,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Direct from NHS website/ email/ text/ post,90,36,54,22,20,22,14,8,12,11,25,27,25,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,BBC - Online/ app,89,45,44,26,26,23,11,6,9,12,42,24,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Direct from UK Government website/ email/ text/ post,89,36,53,20,18,20,13,11,13,11,27,26,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Family and friends directly,88,33,55,20,14,19,12,6,12,19,31,27,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Sky,75,45,30,11,11,21,14,13,14,1,22,22,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,ITV,66,32,34,13,10,7,10,11,15,9,22,12,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,BBC - Radio,59,33,26,11,8,12,13,5,7,11,28,12,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Facebook,47,26,21,11,11,10,13,7,3,4,14,9,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Search engine (e.g. Google),40,15,25,7,6,16,7,4,1,4,14,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Websites or apps that bring together news from different news providers,35,20,15,6,3,12,6,-,6,5,12,7,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2077,1017,1061,281,242,352,320,354,298,473,569,590,417,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Channel 4,35,23,11,6,6,8,9,4,5,2,12,6,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Twitter,32,13,19,10,9,5,10,3,2,2,13,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Direct from Local council website/ email/ text/ post,31,15,15,6,6,5,5,2,7,5,12,8,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,YouTube,28,19,10,8,3,5,10,1,2,2,8,10,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Commercial Radio,28,17,10,4,3,3,9,5,4,3,8,4,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,WhatsApp,26,13,13,3,3,7,8,3,4,-,8,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Direct from Local health service website/ email/ text/ post,25,11,14,5,5,5,6,1,6,1,16,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,“Broadsheets” such as The Times or Guardian ( online ),23,12,12,5,5,6,6,4,-,2,11,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,23,6,17,5,5,5,5,2,2,4,6,10,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Official scientists,23,12,11,8,7,4,3,*,4,4,6,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 12th to 15th June 2020,Instagram,20,10,10,11,9,2,6,2,-,-,10,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
